2 2;3 2
77 21;77 22
80 14;80 15
78 20;78 21
79 15;78 15
79 19;79 20
80 16;81 16
76 20;77 20
78 16;78 17
75 21;75 20
86 14;85 14
19 15;19 16
17 15;18 15
18 16;17 16
21 15;22 15
21 17;20 17
22 18;22 17
20 18;21 18
22 16;21 16
27 15;27 16
91 15;90 15
90 16;90 17
88 16;89 16
89 17;88 17
98 18;97 18
99 17;98 17
99 15;99 16
1 17;1 16
3 17;3 16
4 18;5 18
5 17;6 17
6 16;7 16
84 16;83 16
86 16;86 17
15 17;16 17
16 18;17 18
43 17;42 17
89 19;89 20
93 19;92 19
91 21;92 21
92 20;91 20
90 20;90 21
92 18;92 17
8 18;9 18
8 20;7 20
9 19;8 19
9 21;9 20
7 21;8 21
25 19;25 18
26 18;27 18
26 20;25 20
84 18;83 18
85 19;85 18
83 19;84 19
87 19;87 18
1 19;0 19
0 20;1 20
3 19;3 20
4 20;5 20
15 21;16 21
15 19;15 20
17 23;17 22
13 21;14 21
17 25;17 24
16 22;15 22
48 20;48 19
56 30;56 29
55 29;55 28
57 21;58 21
52 18;52 19
56 22;57 22
57 25;57 26
53 19;54 19
58 30;58 31
55 19;56 19
55 23;56 23
56 24;57 24
56 20;56 21
59 29;58 29
57 29;57 28
58 20;57 20
57 27;56 27
59 19;58 19
69 19;69 20
69 21;68 21
70 22;70 21
73 19;72 19
18 20;17 20
21 21;21 20
31 23;31 22
32 20;31 20
33 21;34 21
31 21;30 21
30 22;29 22
32 22;32 21
44 20;43 20
82 20;81 20
83 21;82 21
82 22;83 22
23 21;23 22
27 23;28 23
27 21;27 22
51 21;50 21
52 22;53 22
53 21;54 21
51 23;52 23
73 21;72 21
72 22;73 22
86 22;86 23
87 21;86 21
99 21;99 22
98 22;98 23
0 22;1 22
4 22;4 23
10 22;10 23
6 26;6 25
7 27;8 27
12 24;11 24
12 28;13 28
12 22;12 23
7 25;8 25
8 26;9 26
6 24;6 23
10 26;11 26
9 27;10 27
12 26;13 26
11 25;10 25
13 27;14 27
43 23;43 22
46 22;45 22
45 25;45 24
47 23;47 22
45 23;46 23
62 22;61 22
67 23;67 22
93 23;93 22
95 23;94 23
19 23;20 23
19 25;19 24
20 24;21 24
21 23;22 23
24 24;23 24
25 23;24 23
23 25;23 26
33 23;34 23
43 25;42 25
41 25;41 24
40 24;40 23
48 26;47 26
49 25;48 25
49 23;49 24
60 24;59 24
60 26;59 26
59 23;60 23
59 27;60 27
59 25;60 25
0 28;1 28
1 29;0 29
1 25;1 26
0 24;1 24
1 27;2 27
30 24;29 24
38 24;38 25
62 26;62 27
62 24;62 25
85 25;86 25
79 25;80 25
81 25;82 25
81 23;81 24
84 26;84 25
83 25;83 24
89 25;89 24
92 24;91 24
91 25;91 26
35 25;34 25
54 26;54 27
53 25;53 26
77 27;78 27
77 25;77 26
94 26;94 25
98 26;98 25
98 28;97 28
99 27;98 27
4 28;3 28
4 26;4 27
21 27;21 26
34 30;34 31
33 29;33 30
33 27;34 27
34 28;33 28
35 29;35 28
32 26;32 27
42 28;42 29
41 29;41 30
40 26;40 27
40 28;41 28
38 28;37 28
38 30;39 30
37 29;37 30
37 27;36 27
36 30;36 31
45 29;44 29
46 30;46 29
47 29;47 28
44 32;45 32
47 31;46 31
45 27;46 27
45 31;45 30
46 28;45 28
48 30;47 30
43 27;44 27
45 33;46 33
50 28;51 28
52 30;53 30
51 29;52 29
51 27;50 27
81 27;81 28
80 28;79 28
83 27;83 28
83 29;84 29
88 28;87 28
87 27;88 27
94 32;93 32
92 28;91 28
93 29;93 28
92 32;92 31
92 30;91 30
90 30;89 30
91 29;92 29
93 27;92 27
79 31;78 31
78 30;77 30
77 29;78 29
76 28;76 29
81 31;80 31
75 29;74 29
8 30;8 29
7 29;6 29
15 29;14 29
61 29;61 30
10 30;10 31
12 30;13 30
94 30;95 30
3 31;4 31
3 33;3 32
43 31;42 31
96 32;96 31
98 32;98 31
5 33;5 32
4 34;5 34
13 33;13 32
30 32;31 32
32 32;33 32
40 32;40 33
42 34;43 34
41 33;41 34
39 33;39 34
43 33;42 33
67 33;68 33
68 32;67 32
61 33;61 34
62 34;63 34
10 34;11 34
29 37;29 36
33 39;32 39
32 38;33 38
28 36;27 36
30 36;31 36
32 40;32 41
26 36;25 36
30 40;30 41
31 37;31 38
25 33;26 33
30 38;30 39
26 34;26 35
32 36;32 37
28 34;28 35
32 34;33 34
30 34;31 34
36 34;35 34
36 36;36 35
37 39;36 39
35 37;36 37
37 37;37 38
36 38;35 38
82 34;81 34
92 34;91 34
95 37;95 38
96 34;95 34
95 35;95 36
94 34;94 35
94 36;93 36
96 38;96 39
0 38;0 39
0 36;0 37
0 40;1 40
1 35;0 35
3 35;3 36
4 36;5 36
9 35;8 35
7 35;6 35
21 35;22 35
22 36;22 37
34 36;34 35
44 36;44 35
45 35;46 35
82 40;82 39
77 35;76 35
82 42;81 42
77 37;76 37
81 39;81 38
83 41;83 42
79 37;78 37
80 38;79 38
81 41;82 41
80 40;81 40
79 39;79 40
75 37;75 36
78 36;77 36
80 36;81 36
79 35;80 35
97 35;97 36
98 36;99 36
39 37;39 36
58 36;57 36
65 37;64 37
66 38;66 37
63 37;63 38
63 39;62 39
67 39;67 38
62 36;63 36
68 36;68 37
86 38;87 38
85 31;85 30
87 37;86 37
84 32;84 33
86 36;85 36
89 37;89 36
88 32;89 32
87 31;87 32
83 35;84 35
88 38;89 38
84 34;85 34
83 37;84 37
90 32;90 33
86 34;86 33
84 36;83 36
86 32;85 32
91 37;91 36
8 38;9 38
7 37;8 37
6 38;6 37
9 39;8 39
24 38;24 37
45 39;46 39
44 42;43 42
41 37;41 38
43 41;43 40
44 40;45 40
42 38;43 38
42 40;42 39
45 41;45 42
46 40;46 41
44 38;44 39
59 39;58 39
59 41;58 41
58 40;59 40
59 45;59 44
58 38;59 38
59 43;59 42
60 38;60 39
13 39;14 39
21 39;20 39
23 39;23 40
22 40;22 41
23 41;24 41
25 39;25 40
27 39;28 39
27 41;27 40
26 40;26 41
39 39;40 39
49 39;49 40
77 41;78 41
77 39;77 40
91 39;90 39
90 40;89 40
93 39;93 40
6 42;6 41
6 40;7 40
16 40;15 40
34 40;35 40
63 45;63 44
64 40;64 41
63 43;64 43
63 41;63 42
61 41;62 41
62 42;62 43
87 41;87 40
98 40;98 41
20 42;20 41
96 42;95 42
95 41;96 41
38 42;37 42
49 43;48 43
48 42;49 42
86 42;85 42
89 43;89 42
92 42;91 42
2 44;3 44
1 43;0 43
0 46;1 46
1 45;0 45
3 43;4 43
0 44;1 44
3 45;2 45
15 43;15 44
13 43;14 43
12 44;12 43
17 43;18 43
18 46;17 46
21 43;21 44
20 44;19 44
16 48;17 48
17 41;18 41
17 45;17 44
18 44;18 45
18 48;18 47
17 47;16 47
16 42;17 42
23 43;23 44
29 43;30 43
34 46;35 46
34 44;34 43
35 45;34 45
41 45;42 45
44 44;43 44
40 44;41 44
42 44;42 43
47 45;48 45
46 46;46 45
46 44;46 43
53 43;53 44
53 45;53 46
50 46;50 45
51 45;51 44
51 43;52 43
79 43;80 43
98 48;97 48
98 46;99 46
99 45;98 45
92 46;93 46
96 48;96 47
95 49;95 50
97 45;96 45
93 49;94 49
93 45;92 45
92 48;92 49
94 48;95 48
97 47;97 46
94 46;94 47
97 49;96 49
95 47;95 46
99 43;99 44
29 45;29 46
27 45;28 45
27 43;26 43
30 46;30 47
27 47;26 47
29 47;28 47
25 45;26 45
28 48;27 48
26 44;25 44
31 45;32 45
32 44;31 44
32 46;31 46
68 44;68 45
77 45;78 45
78 44;77 44
89 45;90 45
90 44;91 44
13 45;14 45
66 46;66 45
74 46;73 46
73 45;74 45
81 45;80 45
21 47;22 47
22 48;21 48
23 47;23 46
8 48;8 47
14 48;14 47
40 50;40 49
38 48;39 48
41 47;42 47
40 48;41 48
43 47;44 47
51 47;52 47
77 47;76 47
89 47;90 47
1 51;0 51
0 52;1 52
2 48;2 49
2 50;1 50
32 48;32 49
48 48;47 48
47 49;46 49
58 48;59 48
66 48;67 48
67 49;66 49
72 50;73 50
74 48;73 48
73 49;74 49
71 51;71 50
5 51;5 50
5 49;4 49
19 51;18 51
18 50;19 50
20 50;20 49
18 52;19 52
17 51;16 51
25 49;24 49
35 49;34 49
49 49;49 50
7 53;7 52
7 51;7 50
25 53;24 53
26 50;26 51
26 52;25 52
37 53;37 52
37 51;36 51
36 50;37 50
35 51;34 51
42 50;43 50
45 51;44 51
43 51;42 51
62 50;61 50
75 53;75 52
77 51;77 50
79 51;78 51
75 51;76 51
76 50;75 50
74 52;73 52
12 48;12 49
11 47;11 48
14 52;14 51
11 53;12 53
13 53;13 52
10 50;10 49
10 52;10 51
12 52;11 52
11 49;11 50
23 51;22 51
29 51;28 51
52 52;52 51
51 53;51 52
57 51;57 52
97 51;98 51
29 53;30 53
31 53;31 52
29 55;29 54
28 54;28 53
32 52;33 52
29 57;29 56
40 54;41 54
41 53;40 53
39 53;39 52
62 52;61 52
63 53;63 52
82 54;81 54
78 54;77 54
81 53;82 53
79 55;78 55
79 53;78 53
81 55;81 56
80 52;80 53
94 52;93 52
92 52;92 53
20 54;20 53
48 54;48 53
53 53;54 53
54 54;54 55
56 54;57 54
59 53;58 53
58 54;59 54
97 55;98 55
98 56;97 56
96 54;96 55
99 55;99 56
99 53;99 54
7 55;6 55
4 56;3 56
5 57;4 57
4 54;3 54
6 54;5 54
3 55;4 55
10 54;10 55
16 54;15 54
21 57;22 57
22 54;22 55
22 56;21 56
19 59;19 58
20 58;20 57
35 55;34 55
36 54;36 55
50 56;50 57
52 54;52 55
49 55;49 56
51 55;50 55
86 54;86 55
13 55;14 55
17 55;18 55
24 56;24 57
25 55;25 56
37 57;37 56
39 55;38 55
38 56;39 56
41 57;41 58
40 56;41 56
43 55;43 56
45 55;45 56
47 55;46 55
93 55;94 55
1 57;1 56
16 56;15 56
25 59;24 59
27 57;27 56
23 59;23 60
27 59;26 59
26 58;27 58
22 62;23 62
24 62;24 63
23 61;22 61
22 64;22 63
32 56;33 56
58 56;59 56
56 56;57 56
87 59;88 59
83 59;84 59
84 58;84 57
86 62;87 62
85 59;86 59
85 63;85 62
82 64;81 64
84 62;84 61
85 65;86 65
83 57;83 56
84 64;84 63
86 64;85 64
84 60;83 60
83 63;82 63
8 60;8 61
7 57;7 58
8 62;7 62
7 59;7 60
10 60;10 61
12 58;13 58
10 58;11 58
11 59;10 59
13 57;12 57
13 59;14 59
48 58;49 58
47 57;48 57
60 58;60 57
67 59;68 59
67 57;67 58
74 60;75 60
77 59;78 59
78 58;78 57
80 58;80 59
79 57;80 57
76 60;77 60
87 57;86 57
93 57;93 58
93 59;92 59
17 61;18 61
17 59;17 60
16 58;16 59
19 61;19 62
20 64;19 64
19 63;18 63
32 58;32 59
38 58;39 58
44 58;44 59
46 58;46 59
46 60;45 60
52 58;52 59
55 59;55 58
56 60;56 59
55 61;55 60
57 61;56 61
66 64;67 64
72 58;72 59
61 61;61 60
71 59;71 60
63 59;63 60
61 59;62 59
68 62;67 62
70 62;70 61
66 62;65 62
67 65;66 65
69 61;68 61
64 60;64 61
65 63;66 63
70 64;70 63
70 60;69 60
65 61;65 60
67 63;68 63
99 59;99 58
97 59;96 59
98 60;98 59
3 59;4 59
35 59;35 60
50 60;50 59
59 61;59 62
59 59;59 60
12 60;12 61
37 61;37 60
39 61;39 60
1 65;2 65
0 60;1 60
4 64;4 65
5 61;5 62
2 64;3 64
1 63;2 63
1 61;0 61
0 62;0 63
2 62;2 61
5 63;5 64
3 63;3 62
4 62;4 63
27 61;26 61
29 63;29 62
30 62;30 61
28 60;28 61
27 63;27 62
28 64;28 63
32 62;31 62
33 63;33 62
45 67;45 68
43 67;43 66
41 65;42 65
42 66;41 66
40 68;41 68
42 68;42 67
41 63;41 64
44 66;45 66
41 61;41 62
40 64;40 65
43 61;43 62
43 63;43 64
79 61;80 61
80 62;81 62
91 61;92 61
90 62;91 62
92 62;93 62
90 64;90 63
97 61;96 61
99 61;99 62
99 63;99 64
97 63;98 63
97 65;97 64
36 62;35 62
46 64;45 64
48 66;47 66
46 62;46 63
47 67;48 67
47 65;46 65
62 64;62 65
62 66;61 66
61 63;62 63
64 66;63 66
65 67;65 66
62 62;63 62
61 67;61 68
74 62;73 62
73 63;74 63
75 63;75 62
95 63;95 62
18 68;19 68
18 70;17 70
9 67;10 67
10 64;9 64
8 66;8 67
7 69;8 69
12 64;11 64
12 66;11 66
8 68;7 68
9 63;10 63
13 69;13 70
19 69;19 70
8 64;7 64
15 69;15 68
12 68;12 67
16 68;17 68
10 68;9 68
13 65;12 65
9 65;8 65
14 68;13 68
15 61;15 62
14 62;14 63
14 64;15 64
16 64;16 63
48 64;49 64
49 61;48 61
51 63;51 64
49 63;49 62
50 64;50 65
53 63;53 64
26 64;26 65
55 65;56 65
56 64;55 64
58 64;59 64
91 65;92 65
93 65;93 64
18 66;18 65
21 65;21 66
24 66;24 65
77 65;78 65
76 66;76 65
76 68;76 67
5 67;5 68
6 66;6 67
29 67;29 68
28 66;27 66
30 66;29 66
57 69;58 69
58 68;57 68
59 71;59 70
58 70;57 70
58 66;58 67
69 69;69 68
67 71;68 71
70 66;71 66
68 70;68 69
70 68;70 67
87 67;88 67
89 67;90 67
91 71;92 71
88 70;88 69
90 70;90 71
87 69;87 68
90 66;89 66
90 68;90 69
0 68;0 67
34 66;34 67
33 73;33 72
34 64;35 64
34 68;35 68
36 68;36 67
33 69;33 70
35 65;35 66
32 70;32 69
33 65;33 66
37 65;36 65
32 72;32 71
31 67;32 67
32 68;33 68
31 69;30 69
39 67;38 67
54 68;54 67
73 67;74 67
74 68;73 68
85 67;84 67
24 68;25 68
25 69;26 69
50 68;50 69
52 68;52 69
52 70;53 70
66 70;66 69
66 68;67 68
1 69;1 70
0 70;0 71
21 69;22 69
65 71;64 71
62 70;61 70
63 71;63 70
62 72;63 72
63 73;62 73
63 69;62 69
71 69;72 69
73 71;74 71
74 70;73 70
72 70;71 70
83 69;84 69
37 71;37 70
36 70;35 70
38 72;37 72
39 71;40 71
40 70;41 70
48 70;48 71
49 71;50 71
6 70;5 70
7 71;7 72
5 71;5 72
9 71;8 71
7 73;6 73
5 73;5 74
29 73;29 72
29 71;30 71
70 72;70 71
83 71;83 72
3 73;3 72
2 72;1 72
10 76;9 76
10 72;11 72
9 73;10 73
9 75;9 74
17 73;17 72
16 74;16 73
20 72;19 72
26 74;26 73
23 71;22 71
21 73;20 73
24 74;23 74
22 74;21 74
27 73;27 72
23 73;22 73
25 75;25 74
20 74;19 74
22 72;21 72
38 74;39 74
42 72;42 73
39 75;38 75
39 77;38 77
40 76;39 76
42 74;43 74
40 74;41 74
88 74;88 73
89 73;89 72
86 74;87 74
0 74;0 73
51 77;52 77
51 73;51 74
48 78;48 77
47 77;47 76
49 73;48 73
45 73;45 72
46 76;46 75
47 73;46 73
45 77;45 78
46 78;47 78
45 71;44 71
49 79;49 80
53 77;54 77
50 74;49 74
50 76;49 76
51 75;51 76
45 75;45 74
44 70;44 69
49 77;49 78
60 74;60 73
54 72;54 73
55 75;56 75
59 73;58 73
54 74;55 74
56 74;57 74
53 75;53 74
55 71;55 72
57 73;56 73
65 73;65 74
71 75;72 75
72 74;71 74
73 75;74 75
71 73;72 73
72 76;71 76
75 73;75 74
80 70;81 70
80 74;81 74
83 75;82 75
79 67;80 67
80 68;79 68
78 74;79 74
81 69;80 69
77 71;78 71
79 75;78 75
81 67;81 68
76 70;76 71
82 74;82 73
84 74;84 73
79 71;79 70
79 73;79 72
81 75;80 75
85 75;84 75
91 73;92 73
2 74;2 75
67 75;67 74
68 74;69 74
68 76;67 76
4 78;3 78
4 76;4 75
3 77;4 77
63 75;62 75
62 76;63 76
64 78;63 78
63 77;64 77
64 76;64 75
66 78;65 78
89 77;89 76
89 75;90 75
18 76;19 76
20 76;20 77
22 76;21 76
31 77;31 76
30 78;30 77
35 77;34 77
36 76;36 77
44 80;44 79
41 81;42 81
38 80;39 80
43 79;43 78
41 79;42 79
43 77;43 76
40 80;40 79
45 81;45 80
43 81;44 81
43 83;42 83
44 82;44 83
41 83;40 83
42 82;43 82
11 77;11 78
22 82;22 83
18 78;17 78
20 80;19 80
21 81;22 81
23 77;24 77
16 78;16 77
22 80;21 80
18 80;18 79
22 78;23 78
26 78;25 78
25 79;24 79
21 79;22 79
25 77;26 77
18 82;18 81
26 82;25 82
24 82;23 82
27 77;27 78
55 79;55 78
57 81;58 81
59 81;60 81
59 77;59 78
61 79;62 79
60 80;59 80
57 77;58 77
57 79;58 79
59 79;60 79
56 80;56 79
55 81;56 81
75 77;74 77
74 78;75 78
86 80;85 80
85 81;86 81
85 79;86 79
86 78;86 77
88 80;87 80
92 78;92 77
90 78;91 78
8 78;9 78
34 80;33 80
36 82;35 82
37 85;36 85
36 84;36 83
37 81;36 81
34 82;33 82
35 79;36 79
32 80;32 81
32 82;32 83
37 79;37 78
33 79;34 79
71 79;71 80
67 79;68 79
70 78;70 79
69 79;69 80
70 80;70 81
79 79;79 78
83 81;82 81
81 79;81 80
82 80;83 80
93 79;93 80
93 81;94 81
0 84;1 84
3 85;2 85
1 83;0 83
1 85;1 86
2 82;3 82
2 84;2 83
3 81;3 80
1 87;2 87
3 87;3 88
7 81;7 80
9 81;9 80
28 82;28 83
30 84;31 84
28 80;29 80
29 83;30 83
30 80;30 81
27 81;28 81
51 83;52 83
51 81;51 80
52 82;51 82
54 80;53 80
78 82;79 82
78 80;78 81
90 80;91 80
66 82;66 81
75 81;74 81
71 83;72 83
72 82;73 82
72 84;71 84
74 82;75 82
73 83;73 84
62 82;63 82
92 84;93 84
92 82;92 83
98 82;99 82
5 83;6 83
15 83;16 83
47 83;46 83
48 86;47 86
46 84;45 84
47 85;46 85
48 88;48 87
45 85;45 86
54 84;54 83
76 84;76 83
81 87;80 87
73 89;74 89
75 89;76 89
80 84;81 84
72 88;72 89
71 87;72 87
77 89;77 88
78 84;79 84
76 90;76 91
81 85;81 86
76 88;75 88
78 88;79 88
79 87;78 87
82 84;82 83
77 87;76 87
81 83;80 83
72 86;71 86
81 89;81 88
84 84;84 83
25 85;26 85
26 84;25 84
98 84;99 84
29 85;28 85
28 86;28 87
41 85;40 85
40 86;41 86
55 87;54 87
52 86;53 86
54 86;55 86
51 85;51 86
68 86;67 86
68 88;68 89
69 87;69 86
69 85;70 85
67 87;68 87
66 86;66 85
89 87;90 87
89 85;89 86
6 86;5 86
22 86;22 87
23 87;23 88
64 86;64 87
94 90;94 89
98 86;99 86
94 88;93 88
95 89;95 88
95 85;96 85
97 87;97 88
97 89;96 89
99 87;98 87
96 86;96 87
32 86;32 87
37 89;37 88
36 88;36 87
33 87;33 88
34 88;35 88
43 87;42 87
42 88;43 88
50 90;49 90
51 89;50 89
53 91;52 91
52 92;51 92
50 88;50 87
51 91;51 90
26 88;25 88
26 90;27 90
25 89;25 90
39 89;39 88
52 88;53 88
67 91;67 92
65 93;64 93
64 92;65 92
65 89;66 89
64 90;65 90
68 94;67 94
65 91;64 91
66 94;65 94
69 91;69 90
69 95;70 95
70 90;71 90
70 92;69 92
66 92;66 93
70 94;69 94
69 93;70 93
70 88;70 89
6 92;7 92
6 90;6 89
5 89;4 89
5 91;4 91
4 92;4 93
7 91;6 91
14 90;14 91
12 90;13 90
8 90;9 90
15 89;14 89
8 88;8 89
16 90;15 90
11 91;10 91
10 90;11 90
11 89;10 89
45 89;46 89
47 91;46 91
46 90;45 90
42 92;42 93
41 91;41 90
43 91;42 91
44 92;45 92
47 89;47 90
44 90;44 91
54 90;54 89
2 92;2 91
1 93;1 92
1 91;1 90
2 90;3 90
0 94;1 94
62 90;62 91
80 90;79 90
80 92;80 91
19 91;18 91
29 91;29 92
31 91;31 92
31 93;30 93
32 92;33 92
34 90;35 90
38 92;38 91
38 94;38 93
35 93;35 92
36 92;37 92
39 93;40 93
40 94;40 95
35 91;36 91
99 91;99 92
20 92;21 92
54 92;54 93
77 93;78 93
78 92;77 92
82 92;82 93
84 92;85 92
92 94;92 95
97 95;98 95
95 95;96 95
98 96;98 97
96 92;97 92
94 92;95 92
99 97;99 98
92 92;92 93
98 98;98 99
95 93;94 93
96 94;96 93
93 93;93 94
96 96;96 97
8 94;8 93
9 95;9 96
6 94;7 94
7 95;8 95
18 96;17 96
16 98;15 98
19 97;19 96
16 94;15 94
15 93;16 93
16 96;16 95
17 97;16 97
25 93;24 93
27 93;28 93
26 94;26 93
47 93;48 93
73 93;72 93
12 96;11 96
14 96;13 96
13 97;13 98
12 98;11 98
12 94;12 95
36 96;35 96
35 99;35 98
35 95;36 95
34 94;34 95
35 97;36 97
45 95;46 95
50 94;51 94
49 97;49 96
50 98;51 98
49 95;48 95
51 95;50 95
47 95;47 96
48 98;49 98
60 94;61 94
55 95;56 95
60 96;61 96
54 96;55 96
61 95;60 95
55 97;55 98
61 97;61 98
58 96;57 96
58 98;59 98
57 99;57 98
60 98;60 99
57 95;57 94
56 98;56 99
55 99;54 99
71 97;70 97
81 95;81 94
76 96;77 96
73 99;72 99
78 96;79 96
76 98;76 99
80 98;81 98
75 97;76 97
75 93;75 92
74 96;73 96
70 98;70 99
72 98;72 97
79 97;80 97
75 99;74 99
80 94;79 94
80 96;80 95
71 99;71 98
75 95;75 94
72 96;72 95
77 95;76 95
5 95;4 95
0 96;1 96
6 96;5 96
2 96;2 97
7 99;7 98
7 97;8 97
5 97;6 97
4 96;3 96
23 95;23 96
23 97;22 97
26 96;26 97
27 97;27 98
29 95;28 95
27 95;27 96
64 96;64 95
63 97;63 96
32 96;31 96
33 97;33 96
38 96;39 96
38 98;38 97
44 96;44 97
66 96;66 97
65 99;64 99
66 98;66 99
82 96;83 96
83 97;82 97
93 97;93 98
94 96;93 96
94 98;94 99
68 98;68 97
1 99;1 98
20 98;20 99
31 99;30 99
32 98;32 99
40 98;40 99
42 98;42 99
45 99;44 99
